Valor nulo: -9999.9															
Fecha (GMT)	Altura Signif. del Oleaje(m)	Altura signif. de cruce por cero(m)	Periodo Medio(s)	Periodo Medio Tm02(s)	Periodo de Pico(s)	Altura Máxima del Oleaje(m)	Periodo de la Ola Maxima(s)	Canal de obtencion de los datos	Direcc. Media de Proced.(0=N,90=E)	Direccion Media en el Pico Espectral(0=N,90=E)	Dispersión angular en toda la banda resuelta(grados)	Dispersión angular en el pico de energía espectral(grados)	Canal de obtencion de los datos	Temperatura del Agua(ºC)	Canal de obtencion de los datos
2023 01 26 17	0.57	0.55	5.5	5.3	8.0	0.91	-9999.9	3	126	-9999.9	31	-9999.9	3	14.0	3
2023 01 26 18	0.59	0.57	5.6	5.5	7.7	0.89	-9999.9	3	122	-9999.9	29	-9999.9	3	14.0	3
2023 01 26 19	0.6	0.58	4.8	4.7	7.7	1.09	-9999.9	3	129	-9999.9	28	-9999.9	3	14.0	3
2023 01 26 20	0.58	0.56	4.4	4.3	7.7	0.88	-9999.9	3	134	-9999.9	34	-9999.9	3	13.9	3
2023 01 26 21	0.64	0.61	4.3	4.1	7.7	0.99	-9999.9	3	133	-9999.9	33	-9999.9	3	13.9	3
2023 01 26 22	0.58	0.54	4.3	4.1	8.0	0.96	-9999.9	3	136	-9999.9	35	-9999.9	3	13.9	3
2023 01 26 23	0.55	0.52	4.6	3.8	7.1	0.89	-9999.9	3	135	-9999.9	35	-9999.9	3	13.9	3
2023 01 27 00	0.47	0.45	4.6	3.7	9.5	0.81	-9999.9	3	122	-9999.9	38	-9999.9	3	13.9	3
2023 01 27 01	0.46	0.43	4.8	3.6	7.7	0.76	-9999.9	3	124	-9999.9	39	-9999.9	3	13.9	3
2023 01 27 02	0.45	0.43	4.6	3.5	7.7	0.77	-9999.9	3	122	-9999.9	39	-9999.9	3	13.8	3
2023 01 27 03	0.46	0.44	4.5	3.5	6.9	0.72	-9999.9	3	105	-9999.9	38	-9999.9	3	13.8	3
2023 01 27 04	0.45	0.43	4.8	3.8	6.2	0.7	-9999.9	3	107	-9999.9	38	-9999.9	3	13.8	3
2023 01 27 05	0.4	0.38	4.6	3.4	6.7	0.78	-9999.9	3	114	-9999.9	40	-9999.9	3	13.8	3
2023 01 27 06	0.38	0.36	4.7	3.9	7.4	0.64	-9999.9	3	123	-9999.9	36	-9999.9	3	13.8	3
2023 01 27 07	0.35	0.33	4.6	4.3	8.3	0.62	-9999.9	3	120	-9999.9	39	-9999.9	3	13.8	3
2023 01 27 08	0.35	0.33	4.2	4.1	6.9	0.56	-9999.9	3	124	-9999.9	40	-9999.9	3	13.8	3
2023 01 27 09	0.38	0.36	4.4	3.3	7.7	0.64	-9999.9	3	126	-9999.9	38	-9999.9	3	13.8	3
2023 01 27 10	0.39	0.38	4.1	3.2	7.1	0.71	-9999.9	3	145	-9999.9	39	-9999.9	3	13.8	3
2023 01 27 11	0.41	0.38	4.2	3.7	6.9	0.61	-9999.9	3	143	-9999.9	41	-9999.9	3	13.8	3
2023 01 27 12	0.4	0.37	4.2	3.0	8.0	0.66	-9999.9	3	128	-9999.9	42	-9999.9	3	13.9	3
2023 01 27 13	0.4	0.38	4.1	3.4	8.0	0.63	-9999.9	3	133	-9999.9	41	-9999.9	3	13.9	3
2023 01 27 14	0.44	0.43	4.5	4.4	7.1	0.74	-9999.9	3	124	-9999.9	34	-9999.9	3	13.9	3
2023 01 27 15	0.45	0.43	4.5	4.3	7.4	0.86	-9999.9	3	117	-9999.9	33	-9999.9	3	13.9	3
2023 01 27 16	0.43	0.42	4.2	3.8	6.9	0.66	-9999.9	3	118	-9999.9	36	-9999.9	3	13.9	3
2023 01 27 17	0.46	0.44	4.5	4.3	7.4	0.68	-9999.9	3	113	-9999.9	31	-9999.9	3	13.9	3
2023 01 27 18	0.5	0.48	4.8	4.5	7.4	0.75	-9999.9	3	112	-9999.9	29	-9999.9	3	13.8	3
2023 01 27 19	0.54	0.54	5.4	5.0	7.4	0.96	-9999.9	3	106	-9999.9	26	-9999.9	3	13.8	3
2023 01 27 20	0.56	0.54	4.5	4.1	6.9	0.89	-9999.9	3	116	-9999.9	28	-9999.9	3	13.8	3
2023 01 27 21	0.55	0.51	4.7	4.4	8.3	0.8	-9999.9	3	121	-9999.9	33	-9999.9	3	13.8	3
2023 01 27 22	0.55	0.51	4.5	4.0	9.1	0.86	-9999.9	3	130	-9999.9	33	-9999.9	3	13.8	3
2023 01 27 23	0.57	0.55	4.9	4.2	7.4	0.88	-9999.9	3	119	-9999.9	32	-9999.9	3	13.7	3
2023 01 28 00	0.61	0.6	5.3	5.0	7.1	1.01	-9999.9	3	122	-9999.9	32	-9999.9	3	13.8	3
2023 01 28 01	0.56	0.52	5.0	4.7	8.7	0.94	-9999.9	3	122	-9999.9	32	-9999.9	3	13.7	3
2023 01 28 02	0.55	0.52	4.9	3.9	9.5	0.87	-9999.9	3	127	-9999.9	33	-9999.9	3	13.7	3
2023 01 28 03	0.53	0.48	4.2	3.3	9.1	0.87	-9999.9	3	135	-9999.9	36	-9999.9	3	13.7	3
2023 01 28 04	0.54	0.53	5.0	4.5	8.3	1.02	-9999.9	3	120	-9999.9	35	-9999.9	3	13.7	3
2023 01 28 05	0.54	0.51	4.9	4.3	6.7	0.81	-9999.9	3	117	-9999.9	34	-9999.9	3	13.7	3
2023 01 28 06	0.55	0.54	5.0	5.0	8.7	0.78	-9999.9	3	123	-9999.9	35	-9999.9	3	13.6	3
2023 01 28 07	0.56	0.55	5.5	5.3	8.3	0.84	-9999.9	3	118	-9999.9	30	-9999.9	3	13.7	3
2023 01 28 08	0.57	0.56	4.8	4.1	7.1	1.03	-9999.9	3	116	-9999.9	36	-9999.9	3	13.7	3
2023 01 28 09	0.58	0.56	5.3	5.0	9.5	1.05	-9999.9	3	117	-9999.9	31	-9999.9	3	13.7	3
2023 01 28 10	0.55	0.52	5.2	5.1	6.7	0.76	-9999.9	3	116	-9999.9	32	-9999.9	3	13.7	3
2023 01 28 11	0.54	0.52	5.1	4.5	6.7	0.95	-9999.9	3	117	-9999.9	33	-9999.9	3	13.8	3
2023 01 28 12	0.53	0.52	5.2	5.0	7.4	0.93	-9999.9	3	118	-9999.9	32	-9999.9	3	13.8	3
2023 01 28 13	0.51	0.49	5.1	5.1	8.7	0.84	-9999.9	3	114	-9999.9	30	-9999.9	3	13.9	3
2023 01 28 14	0.58	0.55	5.3	4.9	7.7	0.9	-9999.9	3	116	-9999.9	31	-9999.9	3	13.9	3
2023 01 28 15	0.63	0.59	4.2	4.0	8.0	0.98	-9999.9	3	121	-9999.9	33	-9999.9	3	13.9	3
2023 01 28 16	0.68	0.62	4.1	3.8	6.9	1.2	-9999.9	3	121	-9999.9	34	-9999.9	3	13.9	3
2023 01 28 17	0.65	0.6	4.1	3.8	8.7	1.06	-9999.9	3	116	-9999.9	33	-9999.9	3	13.9	3
2023 01 28 18	0.68	0.64	4.2	4.3	7.7	1.09	-9999.9	3	119	-9999.9	32	-9999.9	3	13.9	3
2023 01 28 19	0.75	0.69	4.4	4.3	9.5	1.11	-9999.9	3	118	-9999.9	29	-9999.9	3	13.9	3
2023 01 28 20	0.74	0.69	4.3	4.2	7.7	1.08	-9999.9	3	121	-9999.9	31	-9999.9	3	13.9	3
2023 01 28 21	0.86	0.82	4.6	4.6	7.7	1.3	-9999.9	3	117	-9999.9	29	-9999.9	3	14.0	3
2023 01 28 22	0.87	0.82	4.8	4.8	8.3	1.36	-9999.9	3	117	-9999.9	28	-9999.9	3	14.0	3
2023 01 28 23	0.82	0.78	4.8	4.7	8.0	1.34	-9999.9	3	113	-9999.9	29	-9999.9	3	14.0	3
2023 01 29 00	0.78	0.75	4.9	4.8	5.9	1.32	-9999.9	3	113	-9999.9	29	-9999.9	3	14.0	3
2023 01 29 01	0.77	0.75	5.3	5.4	7.1	1.18	-9999.9	3	114	-9999.9	29	-9999.9	3	14.0	3
2023 01 29 02	0.69	0.66	5.1	4.4	7.4	0.96	-9999.9	3	114	-9999.9	32	-9999.9	3	14.0	3
2023 01 29 03	0.71	0.7	5.5	5.0	7.7	1.04	-9999.9	3	111	-9999.9	29	-9999.9	3	14.0	3
2023 01 29 04	0.7	0.68	5.5	4.6	7.4	1.15	-9999.9	3	113	-9999.9	31	-9999.9	3	14.0	3
2023 01 29 05	0.69	0.67	5.6	5.3	7.4	1.16	-9999.9	3	109	-9999.9	31	-9999.9	3	13.9	3
2023 01 29 06	0.64	0.62	5.4	5.2	7.7	1.01	-9999.9	3	111	-9999.9	32	-9999.9	3	13.9	3
2023 01 29 07	0.71	0.68	5.5	5.5	7.1	1.31	-9999.9	3	110	-9999.9	30	-9999.9	3	13.9	3
2023 01 29 08	0.7	0.67	5.6	5.4	9.1	1.07	-9999.9	3	106	-9999.9	30	-9999.9	3	13.9	3
2023 01 29 09	0.71	0.67	5.6	5.7	8.3	1.09	-9999.9	3	106	-9999.9	27	-9999.9	3	13.9	3
2023 01 29 10	0.7	0.68	5.8	5.6	8.3	1.12	-9999.9	3	108	-9999.9	26	-9999.9	3	13.9	3
2023 01 29 11	0.67	0.63	5.4	5.7	8.7	0.96	-9999.9	3	111	-9999.9	28	-9999.9	3	14.0	3
2023 01 29 12	0.67	0.64	5.2	5.1	8.3	1.06	-9999.9	3	109	-9999.9	29	-9999.9	3	14.0	3
2023 01 29 13	0.72	0.69	5.3	5.1	8.3	1.16	-9999.9	3	109	-9999.9	27	-9999.9	3	14.1	3
2023 01 29 14	0.75	0.72	5.4	5.3	8.3	1.13	-9999.9	3	111	-9999.9	27	-9999.9	3	14.1	3
2023 01 29 15	0.7	0.7	5.1	5.0	6.9	1.24	-9999.9	3	113	-9999.9	29	-9999.9	3	14.1	3
2023 01 29 16	0.75	0.74	5.1	4.9	7.1	1.23	-9999.9	3	112	-9999.9	27	-9999.9	3	14.1	3
2023 01 29 17	0.73	0.7	5.3	5.2	7.4	1.27	-9999.9	3	110	-9999.9	28	-9999.9	3	14.1	3
2023 01 29 18	0.69	0.66	5.5	5.5	7.4	1.0	-9999.9	3	108	-9999.9	25	-9999.9	3	14.1	3
2023 01 29 19	0.67	0.66	5.6	5.4	7.1	1.13	-9999.9	3	115	-9999.9	28	-9999.9	3	14.1	3
2023 01 29 20	0.63	0.61	5.3	5.2	7.7	1.09	-9999.9	3	113	-9999.9	28	-9999.9	3	14.0	3
2023 01 29 21	0.64	0.62	5.6	5.4	8.0	1.09	-9999.9	3	114	-9999.9	27	-9999.9	3	14.0	3
2023 01 29 22	0.64	0.63	5.6	5.7	8.7	0.98	-9999.9	3	117	-9999.9	29	-9999.9	3	14.0	3
2023 01 29 23	0.59	0.57	5.6	5.3	7.1	1.04	-9999.9	3	116	-9999.9	28	-9999.9	3	14.0	3
2023 01 30 00	0.58	0.56	5.5	5.4	9.1	0.91	-9999.9	3	116	-9999.9	29	-9999.9	3	14.0	3
2023 01 30 01	0.54	0.52	5.5	5.3	7.1	0.87	-9999.9	3	116	-9999.9	31	-9999.9	3	14.0	3
2023 01 30 02	0.52	0.5	5.5	5.0	8.0	0.95	-9999.9	3	115	-9999.9	31	-9999.9	3	14.0	3
2023 01 30 03	0.52	0.51	5.4	5.1	8.0	0.81	-9999.9	3	115	-9999.9	33	-9999.9	3	13.9	3
2023 01 30 04	0.56	0.55	5.6	5.4	7.1	0.8	-9999.9	3	111	-9999.9	28	-9999.9	3	13.9	3
2023 01 30 05	0.47	0.46	5.3	4.0	8.3	0.8	-9999.9	3	109	-9999.9	35	-9999.9	3	13.9	3
2023 01 30 06	0.5	0.47	5.1	3.9	8.0	0.79	-9999.9	3	113	-9999.9	35	-9999.9	3	13.9	3
2023 01 30 07	0.43	0.42	5.2	4.2	8.3	0.65	-9999.9	3	114	-9999.9	34	-9999.9	3	13.9	3
2023 01 30 08	0.45	0.43	5.3	4.6	8.0	0.68	-9999.9	3	113	-9999.9	30	-9999.9	3	13.9	3
2023 01 30 09	0.48	0.46	4.7	3.6	7.7	0.76	-9999.9	3	116	-9999.9	33	-9999.9	3	13.9	3
2023 01 30 10	0.49	0.47	5.4	4.0	7.7	1.02	-9999.9	3	112	-9999.9	31	-9999.9	3	13.9	3
2023 01 30 11	0.42	0.41	4.9	3.7	7.1	0.65	-9999.9	3	122	-9999.9	35	-9999.9	3	13.9	3
2023 01 30 12	0.44	0.4	4.6	3.2	7.7	0.79	-9999.9	3	114	-9999.9	37	-9999.9	3	13.9	3
2023 01 30 13	0.41	0.39	4.7	3.4	7.7	0.69	-9999.9	3	125	-9999.9	35	-9999.9	3	13.9	3
2023 01 30 14	0.4	0.38	4.3	3.2	6.1	0.62	-9999.9	3	120	-9999.9	36	-9999.9	3	13.9	3
2023 01 30 15	0.44	0.43	4.5	3.4	6.7	0.87	-9999.9	3	117	-9999.9	33	-9999.9	3	13.9	3
2023 01 30 16	0.42	0.4	4.6	3.5	7.1	0.71	-9999.9	3	120	-9999.9	35	-9999.9	3	13.9	3
2023 01 30 17	0.38	0.37	4.6	3.4	7.1	0.66	-9999.9	3	118	-9999.9	30	-9999.9	3	13.8	3
2023 01 30 18	0.35	0.34	4.0	3.0	6.7	0.51	-9999.9	3	132	-9999.9	36	-9999.9	3	13.8	3
2023 01 30 19	0.3	0.3	5.4	4.3	6.5	0.48	-9999.9	3	121	-9999.9	30	-9999.9	3	13.8	3
2023 01 30 20	0.24	0.24	4.8	3.5	6.2	0.37	-9999.9	3	125	-9999.9	35	-9999.9	3	13.8	3
2023 01 30 21	0.26	0.26	4.9	4.6	6.5	0.43	-9999.9	3	126	-9999.9	34	-9999.9	3	13.8	3
2023 01 30 22	0.24	0.22	4.5	4.0	6.7	0.41	-9999.9	3	131	-9999.9	40	-9999.9	3	13.7	3
2023 01 30 23	0.21	0.21	4.1	2.9	6.7	0.41	-9999.9	3	128	-9999.9	44	-9999.9	3	13.7	3
2023 01 31 00	0.22	0.22	3.6	2.6	6.9	0.38	-9999.9	3	143	-9999.9	41	-9999.9	3	13.8	3
2023 01 31 01	0.22	0.22	3.7	2.7	6.2	0.39	-9999.9	3	150	-9999.9	41	-9999.9	3	13.8	3
2023 01 31 02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3	-9999.9	-9999.9	-9999.9	-9999.9	3	13.7	3
2023 01 31 03	0.23	0.22	3.3	2.8	7.1	0.33	-9999.9	3	168	-9999.9	39	-9999.9	3	13.7	3
2023 01 31 04	0.27	0.28	3.2	2.6	25.0	0.48	-9999.9	3	185	-9999.9	37	-9999.9	3	13.6	3
2023 01 31 05	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3	-9999.9	-9999.9	-9999.9	-9999.9	3	13.5	3
2023 01 31 06	0.25	0.25	3.2	2.4	25.0	0.44	-9999.9	3	180	-9999.9	40	-9999.9	3	13.5	3
2023 01 31 07	0.22	0.23	3.5	2.3	7.1	0.43	-9999.9	3	137	-9999.9	44	-9999.9	3	13.5	3
2023 01 31 08	0.25	0.24	3.5	2.6	7.1	0.4	-9999.9	3	140	-9999.9	47	-9999.9	3	13.6	3
2023 01 31 09	0.27	0.26	3.3	2.9	8.0	0.42	-9999.9	3	163	-9999.9	40	-9999.9	3	13.6	3
2023 01 31 10	0.27	0.26	3.8	3.1	8.0	0.45	-9999.9	3	126	-9999.9	37	-9999.9	3	13.6	3
2023 01 31 11	0.3	0.28	3.6	3.5	7.7	0.48	-9999.9	3	134	-9999.9	41	-9999.9	3	13.6	3
2023 01 31 12	0.29	0.27	3.7	3.6	6.9	0.53	-9999.9	3	122	-9999.9	43	-9999.9	3	13.7	3
2023 01 31 13	0.34	0.32	4.0	3.5	6.2	0.52	-9999.9	3	107	-9999.9	36	-9999.9	3	13.7	3
2023 01 31 14	0.35	0.32	3.9	3.6	6.7	0.59	-9999.9	3	119	-9999.9	39	-9999.9	3	13.7	3
2023 01 31 15	0.36	0.33	3.8	3.3	7.7	0.64	-9999.9	3	117	-9999.9	38	-9999.9	3	13.7	3
2023 01 31 16	0.37	0.34	4.0	3.7	8.3	0.58	-9999.9	3	114	-9999.9	38	-9999.9	3	13.7	3
2023 01 31 17	0.37	0.36	4.2	3.9	8.3	0.5	-9999.9	3	120	-9999.9	37	-9999.9	3	13.7	3
2023 01 31 18	0.39	0.37	4.4	4.3	8.0	0.67	-9999.9	3	116	-9999.9	37	-9999.9	3	13.6	3
2023 01 31 19	0.39	0.36	4.2	4.1	4.4	0.58	-9999.9	3	124	-9999.9	39	-9999.9	3	13.6	3
2023 01 31 20	0.38	0.36	4.1	3.9	8.7	0.6	-9999.9	3	129	-9999.9	37	-9999.9	3	13.6	3
2023 01 31 21	0.52	0.49	3.8	3.8	8.3	0.92	-9999.9	3	146	-9999.9	30	-9999.9	3	13.6	3
2023 01 31 22	0.51	0.47	3.9	3.9	7.7	0.71	-9999.9	3	139	-9999.9	32	-9999.9	3	13.6	3
2023 01 31 23	0.49	0.47	4.1	4.3	8.0	0.77	-9999.9	3	131	-9999.9	32	-9999.9	3	13.6	3
2023 02 01 00	0.46	0.43	4.3	4.2	7.1	0.72	-9999.9	3	123	-9999.9	31	-9999.9	3	13.6	3
2023 02 01 01	0.46	0.44	4.4	4.2	7.4	0.85	-9999.9	3	121	-9999.9	34	-9999.9	3	13.6	3
2023 02 01 02	0.48	0.46	5.0	5.0	7.1	0.85	-9999.9	3	113	-9999.9	28	-9999.9	3	13.6	3
2023 02 01 03	0.45	0.44	5.1	4.9	7.4	0.64	-9999.9	3	110	-9999.9	29	-9999.9	3	13.6	3
2023 02 01 04	0.47	0.45	5.2	5.1	6.2	0.79	-9999.9	3	108	-9999.9	28	-9999.9	3	13.6	3
2023 02 01 05	0.42	0.42	5.3	4.9	7.1	0.62	-9999.9	3	112	-9999.9	31	-9999.9	3	13.6	3
2023 02 01 06	0.4	0.39	5.3	5.3	6.9	0.64	-9999.9	3	106	-9999.9	31	-9999.9	3	13.6	3
2023 02 01 07	0.4	0.38	5.3	5.2	6.9	0.62	-9999.9	3	106	-9999.9	30	-9999.9	3	13.6	3
2023 02 01 08	0.36	0.34	4.9	4.8	5.7	0.58	-9999.9	3	113	-9999.9	34	-9999.9	3	13.6	3
2023 02 01 09	0.4	0.39	5.1	4.8	6.1	0.59	-9999.9	3	106	-9999.9	29	-9999.9	3	13.6	3
2023 02 01 10	0.38	0.36	4.7	3.7	6.5	0.59	-9999.9	3	106	-9999.9	34	-9999.9	3	13.6	3
2023 02 01 11	0.33	0.33	4.6	3.9	6.7	0.48	-9999.9	3	113	-9999.9	36	-9999.9	3	13.7	3
2023 02 01 12	0.36	0.36	4.8	4.2	6.5	0.52	-9999.9	3	107	-9999.9	33	-9999.9	3	13.7	3
2023 02 01 13	0.37	0.35	4.0	3.6	5.7	0.61	-9999.9	3	109	-9999.9	34	-9999.9	3	13.7	3
2023 02 01 14	0.41	0.38	3.6	3.3	5.9	0.74	-9999.9	3	116	-9999.9	35	-9999.9	3	13.8	3
2023 02 01 15	0.42	0.39	3.0	2.8	5.9	0.7	-9999.9	3	137	-9999.9	41	-9999.9	3	13.7	3
2023 02 01 16	0.47	0.44	3.0	2.9	5.9	0.75	-9999.9	3	141	-9999.9	40	-9999.9	3	13.7	3
2023 02 01 17	0.52	0.48	2.9	2.9	2.6	0.76	-9999.9	3	177	-9999.9	41	-9999.9	3	13.6	3
2023 02 01 18	0.49	0.47	3.0	2.9	3.1	0.77	-9999.9	3	173	-9999.9	39	-9999.9	3	13.6	3
2023 02 01 19	0.52	0.48	3.2	3.0	3.4	0.78	-9999.9	3	178	-9999.9	36	-9999.9	3	13.6	3
2023 02 01 20	0.46	0.43	3.3	3.3	3.1	0.72	-9999.9	3	159	-9999.9	37	-9999.9	3	13.5	3
2023 02 01 21	0.45	0.42	3.5	3.4	3.2	0.75	-9999.9	3	154	-9999.9	38	-9999.9	3	13.5	3
2023 02 01 22	0.39	0.36	3.7	3.6	6.7	0.63	-9999.9	3	139	-9999.9	36	-9999.9	3	13.5	3
2023 02 01 23	0.37	0.35	3.8	3.7	5.6	0.58	-9999.9	3	138	-9999.9	31	-9999.9	3	13.5	3
2023 02 02 00	0.34	0.32	3.9	3.8	6.2	0.5	-9999.9	3	131	-9999.9	36	-9999.9	3	13.5	3
2023 02 02 01	0.29	0.27	3.7	3.6	7.1	0.52	-9999.9	3	132	-9999.9	38	-9999.9	3	13.5	3
2023 02 02 02	0.29	0.28	4.1	4.0	6.7	0.48	-9999.9	3	122	-9999.9	33	-9999.9	3	13.5	3
2023 02 02 03	0.27	0.25	4.0	3.8	4.5	0.43	-9999.9	3	126	-9999.9	35	-9999.9	3	13.4	3
2023 02 02 04	0.25	0.24	4.0	3.5	6.5	0.39	-9999.9	3	120	-9999.9	37	-9999.9	3	13.4	3
2023 02 02 05	0.25	0.24	3.9	3.5	7.7	0.43	-9999.9	3	124	-9999.9	37	-9999.9	3	13.4	3
2023 02 02 06	0.27	0.26	4.3	3.9	5.7	0.46	-9999.9	3	120	-9999.9	34	-9999.9	3	13.4	3
2023 02 02 07	0.27	0.26	4.2	4.0	6.7	0.44	-9999.9	3	117	-9999.9	33	-9999.9	3	13.4	3
2023 02 02 08	0.29	0.27	4.2	4.1	6.5	0.49	-9999.9	3	113	-9999.9	35	-9999.9	3	13.4	3
2023 02 02 09	0.3	0.28	4.2	4.1	6.2	0.46	-9999.9	3	111	-9999.9	33	-9999.9	3	13.4	3
2023 02 02 10	0.29	0.28	4.1	4.0	6.9	0.46	-9999.9	3	122	-9999.9	33	-9999.9	3	13.4	3
2023 02 02 11	0.31	0.3	4.3	4.0	6.7	0.57	-9999.9	3	111	-9999.9	30	-9999.9	3	13.6	3
2023 02 02 12	0.29	0.28	4.1	3.4	6.9	0.49	-9999.9	3	114	-9999.9	36	-9999.9	3	13.6	3
2023 02 02 13	0.37	0.36	4.7	4.1	6.5	0.62	-9999.9	3	103	-9999.9	26	-9999.9	3	13.8	3
2023 02 02 14	0.35	0.33	4.6	4.2	6.7	0.55	-9999.9	3	102	-9999.9	33	-9999.9	3	13.9	3
2023 02 02 15	0.4	0.4	4.9	4.7	6.5	0.6	-9999.9	3	94	-9999.9	28	-9999.9	3	13.9	3
2023 02 02 16	0.42	0.4	4.7	4.6	7.4	0.6	-9999.9	3	95	-9999.9	29	-9999.9	3	13.8	3
2023 02 02 17	0.47	0.45	5.5	5.5	6.2	0.88	-9999.9	3	92	-9999.9	25	-9999.9	3	13.8	3
2023 02 02 18	0.47	0.45	5.6	5.3	7.1	0.78	-9999.9	3	95	-9999.9	25	-9999.9	3	13.8	3
2023 02 02 19	0.43	0.41	5.5	5.3	9.1	0.69	-9999.9	3	104	-9999.9	25	-9999.9	3	13.8	3
2023 02 02 20	0.39	0.38	5.5	5.2	7.1	0.58	-9999.9	3	101	-9999.9	27	-9999.9	3	13.8	3
2023 02 02 21	0.4	0.39	5.6	5.6	6.7	0.56	-9999.9	3	99	-9999.9	27	-9999.9	3	13.7	3
2023 02 02 22	0.39	0.38	5.6	5.7	6.2	0.73	-9999.9	3	104	-9999.9	29	-9999.9	3	13.7	3
2023 02 02 23	0.41	0.39	5.4	5.2	8.7	0.69	-9999.9	3	110	-9999.9	28	-9999.9	3	13.6	3
2023 02 03 00	0.39	0.37	5.2	5.1	7.1	0.85	-9999.9	3	108	-9999.9	31	-9999.9	3	13.5	3
2023 02 03 01	0.42	0.39	5.1	4.9	8.7	0.71	-9999.9	3	113	-9999.9	29	-9999.9	3	13.5	3
2023 02 03 02	0.38	0.36	4.6	4.6	8.0	0.57	-9999.9	3	111	-9999.9	31	-9999.9	3	13.4	3
2023 02 03 03	0.39	0.37	4.9	4.8	9.1	0.66	-9999.9	3	116	-9999.9	30	-9999.9	3	13.4	3
2023 02 03 04	0.36	0.34	4.8	4.7	8.7	0.52	-9999.9	3	120	-9999.9	32	-9999.9	3	13.4	3
2023 02 03 05	0.36	0.35	4.8	4.8	8.3	0.65	-9999.9	3	118	-9999.9	32	-9999.9	3	13.4	3
2023 02 03 06	0.35	0.34	4.7	4.7	6.5	0.53	-9999.9	3	116	-9999.9	32	-9999.9	3	13.4	3
2023 02 03 07	0.36	0.35	5.1	5.2	8.3	0.6	-9999.9	3	121	-9999.9	29	-9999.9	3	13.5	3
2023 02 03 08	0.38	0.35	5.1	4.9	7.4	0.63	-9999.9	3	122	-9999.9	30	-9999.9	3	13.6	3
2023 02 03 09	0.36	0.34	4.8	4.8	8.3	0.67	-9999.9	3	124	-9999.9	32	-9999.9	3	13.6	3
2023 02 03 10	0.4	0.38	5.1	4.9	8.7	0.61	-9999.9	3	119	-9999.9	30	-9999.9	3	13.7	3
2023 02 03 11	0.39	0.37	4.7	4.7	7.4	0.55	-9999.9	3	120	-9999.9	33	-9999.9	3	13.8	3
2023 02 03 12	0.42	0.4	4.1	3.6	8.0	0.68	-9999.9	3	123	-9999.9	36	-9999.9	3	13.8	3
2023 02 03 13	0.46	0.42	3.5	3.3	6.9	0.79	-9999.9	3	136	-9999.9	34	-9999.9	3	13.8	3
2023 02 03 14	0.45	0.41	3.4	3.1	7.7	0.7	-9999.9	3	136	-9999.9	35	-9999.9	3	13.9	3
2023 02 03 15	0.54	0.51	3.3	3.2	8.3	0.87	-9999.9	3	145	-9999.9	33	-9999.9	3	13.8	3
2023 02 03 16	0.48	0.45	3.5	3.3	8.7	0.75	-9999.9	3	135	-9999.9	33	-9999.9	3	13.8	3
2023 02 03 17	0.45	0.42	3.9	3.6	6.7	0.75	-9999.9	3	128	-9999.9	32	-9999.9	3	13.8	3
2023 02 03 18	0.45	0.41	3.6	3.4	6.2	0.74	-9999.9	3	132	-9999.9	31	-9999.9	3	13.8	3
2023 02 03 19	0.47	0.43	3.4	3.3	9.5	0.73	-9999.9	3	155	-9999.9	32	-9999.9	3	13.8	3
2023 02 03 20	0.53	0.49	3.5	3.4	3.7	0.92	-9999.9	3	172	-9999.9	33	-9999.9	3	13.7	3
2023 02 03 21	0.57	0.54	3.6	3.5	3.9	0.89	-9999.9	3	176	-9999.9	32	-9999.9	3	13.8	3
2023 02 03 22	0.51	0.48	3.7	3.7	3.8	0.81	-9999.9	3	169	-9999.9	35	-9999.9	3	13.8	3
2023 02 03 23	0.47	0.45	3.8	3.9	3.6	0.76	-9999.9	3	163	-9999.9	33	-9999.9	3	13.7	3
2023 02 04 00	0.41	0.38	3.8	3.8	3.4	0.76	-9999.9	3	159	-9999.9	35	-9999.9	3	13.7	3
2023 02 04 01	0.4	0.38	3.8	3.8	3.4	0.69	-9999.9	3	156	-9999.9	34	-9999.9	3	13.7	3
2023 02 04 02	0.36	0.34	3.8	3.9	3.4	0.67	-9999.9	3	158	-9999.9	37	-9999.9	3	13.7	3
2023 02 04 03	0.36	0.33	3.9	3.8	6.9	0.52	-9999.9	3	152	-9999.9	34	-9999.9	3	13.6	3
2023 02 04 04	0.33	0.32	3.9	3.8	7.1	0.53	-9999.9	3	153	-9999.9	36	-9999.9	3	13.6	3
2023 02 04 05	0.3	0.27	3.8	3.8	7.7	0.47	-9999.9	3	155	-9999.9	37	-9999.9	3	13.6	3
2023 02 04 06	0.29	0.28	4.0	4.0	7.7	0.5	-9999.9	3	151	-9999.9	36	-9999.9	3	13.6	3
2023 02 04 07	0.26	0.25	3.9	3.9	6.5	0.4	-9999.9	3	142	-9999.9	37	-9999.9	3	13.6	3
2023 02 04 08	0.25	0.24	4.0	3.7	7.4	0.39	-9999.9	3	141	-9999.9	38	-9999.9	3	13.6	3
2023 02 04 09	0.22	0.21	4.3	4.1	8.3	0.39	-9999.9	3	143	-9999.9	39	-9999.9	3	13.6	3
2023 02 04 10	0.25	0.25	3.5	2.4	25.0	0.47	-9999.9	3	123	-9999.9	48	-9999.9	3	13.6	3
